"gridvalue","CDF","type"
930,0.8283,"Monte Carlo Simulation"
935,0.82895,"Monte Carlo Simulation"
940,0.82959,"Monte Carlo Simulation"
945,0.83023,"Monte Carlo Simulation"
950,0.83082,"Monte Carlo Simulation"
955,0.83146,"Monte Carlo Simulation"
960,0.83205,"Monte Carlo Simulation"
965,0.83265,"Monte Carlo Simulation"
970,0.83323,"Monte Carlo Simulation"
975,0.8338,"Monte Carlo Simulation"
980,0.8344,"Monte Carlo Simulation"
985,0.83489,"Monte Carlo Simulation"
990,0.83556,"Monte Carlo Simulation"
995,0.83611,"Monte Carlo Simulation"
1000,0.83676,"Monte Carlo Simulation"
1005,0.83725,"Monte Carlo Simulation"
1010,0.83779,"Monte Carlo Simulation"
1015,0.83834,"Monte Carlo Simulation"
1020,0.83887,"Monte Carlo Simulation"
1025,0.83948,"Monte Carlo Simulation"
1030,0.83992,"Monte Carlo Simulation"
1035,0.84043,"Monte Carlo Simulation"
1040,0.84106,"Monte Carlo Simulation"
1045,0.84154,"Monte Carlo Simulation"
1050,0.84203,"Monte Carlo Simulation"
1055,0.84256,"Monte Carlo Simulation"
1060,0.84312,"Monte Carlo Simulation"
1065,0.8437,"Monte Carlo Simulation"
1070,0.84418,"Monte Carlo Simulation"
1075,0.84468,"Monte Carlo Simulation"
1080,0.84516,"Monte Carlo Simulation"
1085,0.84575,"Monte Carlo Simulation"
1090,0.84615,"Monte Carlo Simulation"
1095,0.84656,"Monte Carlo Simulation"
1100,0.84713,"Monte Carlo Simulation"
1105,0.84747,"Monte Carlo Simulation"
1110,0.84797,"Monte Carlo Simulation"
1115,0.84848,"Monte Carlo Simulation"
1120,0.84888,"Monte Carlo Simulation"
1125,0.84929,"Monte Carlo Simulation"
1130,0.84974,"Monte Carlo Simulation"
1135,0.8502,"Monte Carlo Simulation"
1140,0.85062,"Monte Carlo Simulation"
1145,0.8511,"Monte Carlo Simulation"
1150,0.85156,"Monte Carlo Simulation"
1155,0.85208,"Monte Carlo Simulation"
1160,0.85261,"Monte Carlo Simulation"
1165,0.85302,"Monte Carlo Simulation"
1170,0.85339,"Monte Carlo Simulation"
1175,0.85376,"Monte Carlo Simulation"
1180,0.85423,"Monte Carlo Simulation"
1185,0.85462,"Monte Carlo Simulation"
1190,0.85506,"Monte Carlo Simulation"
1195,0.85548,"Monte Carlo Simulation"
1200,0.85588,"Monte Carlo Simulation"
1205,0.85631,"Monte Carlo Simulation"
1210,0.85668,"Monte Carlo Simulation"
1215,0.85702,"Monte Carlo Simulation"
1220,0.85745,"Monte Carlo Simulation"
1225,0.85787,"Monte Carlo Simulation"
1230,0.8582,"Monte Carlo Simulation"
1235,0.85853,"Monte Carlo Simulation"
1240,0.85895,"Monte Carlo Simulation"
1245,0.85936,"Monte Carlo Simulation"
1250,0.85971,"Monte Carlo Simulation"
1255,0.86016,"Monte Carlo Simulation"
1260,0.86049,"Monte Carlo Simulation"
1265,0.86088,"Monte Carlo Simulation"
1270,0.86127,"Monte Carlo Simulation"
1275,0.86179,"Monte Carlo Simulation"
1280,0.86214,"Monte Carlo Simulation"
1285,0.86247,"Monte Carlo Simulation"
1290,0.86275,"Monte Carlo Simulation"
1295,0.86311,"Monte Carlo Simulation"
1300,0.86356,"Monte Carlo Simulation"
1305,0.86384,"Monte Carlo Simulation"
1310,0.8642,"Monte Carlo Simulation"
1315,0.8645,"Monte Carlo Simulation"
1320,0.86485,"Monte Carlo Simulation"
1325,0.86517,"Monte Carlo Simulation"
1330,0.86554,"Monte Carlo Simulation"
1335,0.86592,"Monte Carlo Simulation"
1340,0.86636,"Monte Carlo Simulation"
1345,0.86675,"Monte Carlo Simulation"
1350,0.86713,"Monte Carlo Simulation"
1355,0.86754,"Monte Carlo Simulation"
1360,0.86795,"Monte Carlo Simulation"
1365,0.86838,"Monte Carlo Simulation"
1370,0.86865,"Monte Carlo Simulation"
1375,0.86891,"Monte Carlo Simulation"
1380,0.86919,"Monte Carlo Simulation"
1385,0.86955,"Monte Carlo Simulation"
1390,0.86983,"Monte Carlo Simulation"
1395,0.8701,"Monte Carlo Simulation"
1400,0.87051,"Monte Carlo Simulation"
1405,0.87088,"Monte Carlo Simulation"
1410,0.87115,"Monte Carlo Simulation"
1415,0.87152,"Monte Carlo Simulation"
1420,0.8719,"Monte Carlo Simulation"
1425,0.87224,"Monte Carlo Simulation"
1430,0.87252,"Monte Carlo Simulation"
1435,0.8728,"Monte Carlo Simulation"
1440,0.87308,"Monte Carlo Simulation"
1445,0.8734,"Monte Carlo Simulation"
1450,0.87372,"Monte Carlo Simulation"
1455,0.87401,"Monte Carlo Simulation"
1460,0.87424,"Monte Carlo Simulation"
1465,0.87453,"Monte Carlo Simulation"
1470,0.87478,"Monte Carlo Simulation"
1475,0.87522,"Monte Carlo Simulation"
1480,0.87554,"Monte Carlo Simulation"
1485,0.87589,"Monte Carlo Simulation"
1490,0.87621,"Monte Carlo Simulation"
1495,0.87663,"Monte Carlo Simulation"
1500,0.87696,"Monte Carlo Simulation"
1505,0.87724,"Monte Carlo Simulation"
1510,0.87748,"Monte Carlo Simulation"
1515,0.87777,"Monte Carlo Simulation"
1520,0.87814,"Monte Carlo Simulation"
1525,0.87836,"Monte Carlo Simulation"
1530,0.87867,"Monte Carlo Simulation"
1535,0.87896,"Monte Carlo Simulation"
1540,0.87919,"Monte Carlo Simulation"
1545,0.87953,"Monte Carlo Simulation"
1550,0.87988,"Monte Carlo Simulation"
1555,0.88012,"Monte Carlo Simulation"
1560,0.88042,"Monte Carlo Simulation"
1565,0.88066,"Monte Carlo Simulation"
1570,0.88094,"Monte Carlo Simulation"
1575,0.88123,"Monte Carlo Simulation"
1580,0.88148,"Monte Carlo Simulation"
1585,0.88177,"Monte Carlo Simulation"
1590,0.88203,"Monte Carlo Simulation"
1595,0.88232,"Monte Carlo Simulation"
1600,0.88257,"Monte Carlo Simulation"
1605,0.8828,"Monte Carlo Simulation"
1610,0.88302,"Monte Carlo Simulation"
1615,0.88329,"Monte Carlo Simulation"
1620,0.88362,"Monte Carlo Simulation"
1625,0.88393,"Monte Carlo Simulation"
1630,0.8843,"Monte Carlo Simulation"
1635,0.88453,"Monte Carlo Simulation"
1640,0.88474,"Monte Carlo Simulation"
1645,0.88504,"Monte Carlo Simulation"
1650,0.88532,"Monte Carlo Simulation"
1655,0.88564,"Monte Carlo Simulation"
1660,0.88593,"Monte Carlo Simulation"
1665,0.88616,"Monte Carlo Simulation"
1670,0.88649,"Monte Carlo Simulation"
1675,0.88676,"Monte Carlo Simulation"
1680,0.88699,"Monte Carlo Simulation"
1685,0.88724,"Monte Carlo Simulation"
1690,0.88748,"Monte Carlo Simulation"
1695,0.88772,"Monte Carlo Simulation"
1700,0.888,"Monte Carlo Simulation"
1705,0.88824,"Monte Carlo Simulation"
1710,0.88853,"Monte Carlo Simulation"
1715,0.88872,"Monte Carlo Simulation"
1720,0.88896,"Monte Carlo Simulation"
1725,0.88919,"Monte Carlo Simulation"
1730,0.88939,"Monte Carlo Simulation"
1735,0.88963,"Monte Carlo Simulation"
1740,0.88989,"Monte Carlo Simulation"
1745,0.89018,"Monte Carlo Simulation"
1750,0.89038,"Monte Carlo Simulation"
1755,0.8907,"Monte Carlo Simulation"
1760,0.89094,"Monte Carlo Simulation"
1765,0.89129,"Monte Carlo Simulation"
1770,0.89143,"Monte Carlo Simulation"
1775,0.89169,"Monte Carlo Simulation"
1780,0.89197,"Monte Carlo Simulation"
1785,0.89217,"Monte Carlo Simulation"
1790,0.89237,"Monte Carlo Simulation"
1795,0.89254,"Monte Carlo Simulation"
1800,0.89263,"Monte Carlo Simulation"
1805,0.89284,"Monte Carlo Simulation"
1810,0.89305,"Monte Carlo Simulation"
1815,0.89323,"Monte Carlo Simulation"
1820,0.89339,"Monte Carlo Simulation"
1825,0.89353,"Monte Carlo Simulation"
1830,0.89378,"Monte Carlo Simulation"
1835,0.894,"Monte Carlo Simulation"
1840,0.89424,"Monte Carlo Simulation"
1845,0.89442,"Monte Carlo Simulation"
1850,0.89455,"Monte Carlo Simulation"
1855,0.89482,"Monte Carlo Simulation"
1860,0.89509,"Monte Carlo Simulation"
1865,0.89526,"Monte Carlo Simulation"
1870,0.89548,"Monte Carlo Simulation"
1875,0.8957,"Monte Carlo Simulation"
1880,0.89586,"Monte Carlo Simulation"
1885,0.89608,"Monte Carlo Simulation"
1890,0.89633,"Monte Carlo Simulation"
1895,0.89651,"Monte Carlo Simulation"
1900,0.89671,"Monte Carlo Simulation"
1905,0.89696,"Monte Carlo Simulation"
1910,0.89716,"Monte Carlo Simulation"
1915,0.8973,"Monte Carlo Simulation"
1920,0.89755,"Monte Carlo Simulation"
1925,0.89794,"Monte Carlo Simulation"
1930,0.89815,"Monte Carlo Simulation"
1935,0.89839,"Monte Carlo Simulation"
1940,0.89858,"Monte Carlo Simulation"
1945,0.89875,"Monte Carlo Simulation"
1950,0.89897,"Monte Carlo Simulation"
1955,0.89922,"Monte Carlo Simulation"
1960,0.8994,"Monte Carlo Simulation"
1965,0.89959,"Monte Carlo Simulation"
1970,0.89978,"Monte Carlo Simulation"
1975,0.90002,"Monte Carlo Simulation"
1980,0.90022,"Monte Carlo Simulation"
1985,0.9005,"Monte Carlo Simulation"
1990,0.90074,"Monte Carlo Simulation"
1995,0.90092,"Monte Carlo Simulation"
2000,0.90112,"Monte Carlo Simulation"
2005,0.90127,"Monte Carlo Simulation"
2010,0.90144,"Monte Carlo Simulation"
2015,0.90158,"Monte Carlo Simulation"
2020,0.90174,"Monte Carlo Simulation"
2025,0.90191,"Monte Carlo Simulation"
2030,0.90206,"Monte Carlo Simulation"
2035,0.9022,"Monte Carlo Simulation"
2040,0.90234,"Monte Carlo Simulation"
2045,0.90247,"Monte Carlo Simulation"
2050,0.90265,"Monte Carlo Simulation"
2055,0.90286,"Monte Carlo Simulation"
2060,0.90311,"Monte Carlo Simulation"
2065,0.90329,"Monte Carlo Simulation"
2070,0.90348,"Monte Carlo Simulation"
2075,0.90367,"Monte Carlo Simulation"
2080,0.90387,"Monte Carlo Simulation"
2085,0.90396,"Monte Carlo Simulation"
2090,0.90413,"Monte Carlo Simulation"
2095,0.90434,"Monte Carlo Simulation"
2100,0.90461,"Monte Carlo Simulation"
2105,0.90479,"Monte Carlo Simulation"
2110,0.90492,"Monte Carlo Simulation"
2115,0.90502,"Monte Carlo Simulation"
2120,0.90517,"Monte Carlo Simulation"
2125,0.90531,"Monte Carlo Simulation"
2130,0.90553,"Monte Carlo Simulation"
2135,0.90564,"Monte Carlo Simulation"
2140,0.90584,"Monte Carlo Simulation"
2145,0.90609,"Monte Carlo Simulation"
2150,0.90619,"Monte Carlo Simulation"
2155,0.90637,"Monte Carlo Simulation"
2160,0.90657,"Monte Carlo Simulation"
2165,0.90677,"Monte Carlo Simulation"
2170,0.90697,"Monte Carlo Simulation"
2175,0.90713,"Monte Carlo Simulation"
2180,0.90726,"Monte Carlo Simulation"
2185,0.9075,"Monte Carlo Simulation"
2190,0.90765,"Monte Carlo Simulation"
2195,0.90778,"Monte Carlo Simulation"
2200,0.90796,"Monte Carlo Simulation"
2205,0.90804,"Monte Carlo Simulation"
2210,0.90826,"Monte Carlo Simulation"
2215,0.90847,"Monte Carlo Simulation"
